id,brand,name,city,gu,address,gasoline,diesel,self,car_wash,charging_station,car_maintenance,convenience_store,24_hours,lat,lng
291,현대오일뱅크,(주)서부트럭터미날,서울,양천구,서울 양천구 신정로 167 (신정동),1689,1599,1,0,0,0,0,0,37.50948720000000,126.83924080000000
292,현대오일뱅크,현대오일뱅크(주)직영 신목동셀프주유소,서울,양천구,서울 양천구 목동동로10길 13,1699,1681,1,1,0,1,0,0,37.51957880000000,126.87107390000000
293,SK에너지,삼미상사(주)신월IC셀프주유소,서울,양천구,서울 양천구 중앙로 331 (신월동),1699,1599,0,1,0,1,0,0,37.52550160000000,126.84979560000000
294,SK에너지,신양주유소,서울,양천구,서울 양천구 지양로 67,1745,1643,1,0,0,0,0,0,37.52152460000000,126.83384250000000
295,현대오일뱅크,영등포제일셀프주유소,서울,영등포구,서울 영등포구 가마산로 379,1585,1485,1,1,0,1,0,0,37.50234760000000,126.89950310000000
296,SK에너지,남서울고속주유소,서울,영등포구,서울 영등포구 가마산로 367 (대림동),1585,1485,1,1,0,0,0,1,37.50160280000000,126.89886620000000
297,GS칼텍스,(주)대청에너지 대청주유소,서울,영등포구,서울 영등포구 가마산로 328 (대림동),1585,1495,1,1,0,1,0,1,37.49854720000000,126.89575900000000
298,S-OIL,씨앤에스유통(주) 한일주유소,서울,영등포구,서울 영등포구 도림로 486 (문래동3가),1594,1494,1,1,0,0,0,0,37.51726980000000,126.89571520000000
299,S-OIL,성락주유소,서울,영등포구,서울 영등포구 가마산로 414 (신길동),1595,1495,1,1,0,0,0,0,37.50382500000000,126.90286900000000
300,현대오일뱅크,(주)MS에너지,서울,영등포구,서울 영등포구 대림로 230,1615,1495,1,0,0,0,0,0,37.50133670000000,126.89743580000000
301,SK에너지,한경석유(주)경덕주유소,서울,영등포구,서울 영등포구 여의대방로23길 2 (신길동),1615,1495,1,1,0,0,0,1,37.51769680000000,126.91699740000000
302,GS칼텍스,지에스칼텍스㈜ 신길주유소,서울,영등포구,서울 영등포구 신길로 74 (신길동),1615,1515,1,1,0,0,0,1,37.49905170000000,126.90873280000000
303,현대오일뱅크,영등포현대셀프주유소,서울,영등포구,서울 영등포구 경인로 822 (영등포동),1615,1495,0,1,0,0,1,0,37.51533980000000,126.90449050000000
304,현대오일뱅크,(주)강서오일,서울,영등포구,서울 영등포구 도신로 151,1615,1495,0,1,0,0,0,1,37.51002190000000,126.90823800000000
305,SK에너지,행촌주유소,서울,영등포구,서울 영등포구 도신로 130 (신길동),1615,1495,1,1,0,0,1,1,37.50861610000000,126.90623650000000
306,GS칼텍스,㈜지에스이앤알 모드니주유소,서울,영등포구,서울 영등포구 경인로 789,1647,1545,1,0,0,0,0,0,37.51464550000000,126.90075960000000
307,GS칼텍스,(주)지에스이앤알 보라주유소,서울,영등포구,서울 영등포구 영등포로 399 (신길동),1657,1555,1,0,0,0,0,0,37.51353590000000,126.92273570000000
308,현대오일뱅크,매봉주유소,서울,영등포구,서울 영등포구 도신로 248 (신길동),1657,1555,1,1,0,1,0,0,37.51308849999999,126.91833450000000
309,현대오일뱅크,국회대로주유소,서울,영등포구,서울 영등포구 국회대로 746 (여의도동),1668,1597,1,1,0,0,0,0,37.52799359999999,126.91604100000000
310,SK에너지,SK에너지(주) 신길동주유소,서울,영등포구,서울 영등포구 영등포로 348 (신길동),1669,1575,1,0,0,0,0,0,37.51532150000000,126.91701120000000
311,SK에너지,SK에너지(주) 양평주유소,서울,영등포구,서울 영등포구 선유로 195 (양평동3가),1674,1619,1,1,0,0,0,1,37.52903560000000,126.89104760000000
312,GS칼텍스,(주)한미석유 제2한강주유소,서울,영등포구,서울 영등포구 선유로 260 (양평동4가),1674,1619,1,1,0,0,0,0,37.53753520000000,126.89701040000000
313,SK에너지,SK에너지(주) 기린주유소,서울,영등포구,서울 영등포구 선유로 270,1674,1619,1,1,0,0,1,1,37.53604370000000,126.89926800000000
314,S-OIL,선유도주유소,서울,영등포구,서울 영등포구 양평로 141 (양평동5가),1684,1629,1,1,0,0,0,0,37.53936630000000,126.89264490000000
315,SK에너지,버드나룻길주유소,서울,영등포구,서울 영등포구 버드나루로 111 (당산동),2065,1965,1,0,0,0,0,0,37.52801770000000,126.90787080000000
316,SK에너지,SK KH에너지 여의도주유소,서울,영등포구,서울 영등포구 국회대로 794 (여의도동),2195,2189,1,0,0,0,0,0,37.53079440000000,126.92039010000000
317,GS칼텍스,SJ오일(주) 여의도주유소,서울,영등포구,서울 영등포구 은행로 64,2295,2395,1,0,1,0,1,1,37.53037990000001,126.92557820000000
318,현대오일뱅크,HD현대오일뱅크㈜직영 한남동주유소,서울,용산구,서울 용산구 한남대로 204 (한남동),1798,1698,1,0,0,1,0,0,37.54596950000000,127.00287490000000
319,GS칼텍스,(주)영원 풍기주유소,서울,용산구,서울 용산구 원효로 178 (원효로2가),2020,1936,0,0,0,0,1,0,37.53561710000000,126.96270020000000
320,SK에너지,동자동주유소,서울,용산구,서울 용산구 한강대로104길 6 (동자동),2140,1992,1,0,0,0,0,0,37.55279360000000,126.97479680000000
321,현대오일뱅크,HD현대오일뱅크㈜직영 갈월동주유소,서울,용산구,서울특별시 용산구  한강대로 322 (남영동),2140,1992,1,0,0,1,0,0,37.54703750000000,126.97223570000000
322,현대오일뱅크,HD현대오일뱅크(주)직영 소월길주유소,서울,용산구,서울 용산구 소월로 66 (후암동),2144,1991,1,0,0,0,0,0,37.55058450000000,126.97699580000000
